,varname,Locator Type,locname,Wall Layer,pipename,Pipe Number,out_unit,Description,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output
248,,,,,,,,,995.6894,793.2637,595.8405,388.9301,278.4076,217.9212,189.2608,177.8471,174.1506,172.8134,173.0464,173.1406,172.8871,172.7536,172.694,172.6619,172.6488,172.6467,172.6448,172.6394,172.6363,172.6382,172.6407,172.6381,172.6386,172.643,172.6427,172.6424,172.6424,172.6434,172.6442,172.6437,172.6396,172.6489,172.6459,172.6494,172.6478,172.6534,172.6527,172.6537,172.6488,172.6514,172.6543,172.6513,172.6535,172.6573,172.658,172.6543,172.6531,172.6561,172.6589,172.6573,172.654,172.6568,172.6571,172.6529,172.6561,172.6585,172.6558,172.6548,172.6566,172.6535,172.6557,172.6551,172.6535,172.6563,172.6584,172.6568,172.6547,172.6585,172.659,172.6579,172.655,172.6546,172.655,172.6574,172.652,172.6582,172.66,172.6558,172.6535,172.6575,172.6583,172.6583,172.657,172.6593,172.6583,172.6558,172.6535,172.6559,172.6607,172.6578,172.6558,172.659,172.6576,172.6566,172.6553,172.6604,172.6619,172.6599,172.6574,172.6593,172.6617,172.6603,172.6589,172.6617,172.6586,172.6588,172.6567,172.6618,172.6601,172.6605,172.655,172.6587,172.6582,172.6563,172.6569,172.661,172.6611,172.6598,172.6562,172.6621,172.6618,172.6602,172.6576,172.6596,172.6605,172.6605,172.657,172.6592,172.6582,172.657,172.6536,172.658,172.659,172.6566,172.6552,172.659,172.6615,172.6583,172.6589,172.6618,172.6617,172.6568,172.6554
249,,,,,,,,,1348.567,1207.448,747.6766,520.0664,391.2124,321.6106,289.5382,277.2232,273.4684,272.2085,272.4252,272.4339,272.1166,271.9674,271.9032,271.8721,271.8521,271.8424,271.8271,271.8215,271.8168,271.8119,271.8036,271.7958,271.7946,271.7908,271.7835,271.7806,271.7753,271.7683,271.7661,271.7656,271.7625,271.7569,271.7529,271.7468,271.7436,271.7405,271.7284,271.7337,271.73,271.7248,271.7214,271.7178,271.7133,271.7145,271.706,271.7077,271.7026,271.6995,271.6932,271.6933,271.6875,271.6896,271.6809,271.6801,271.6775,271.6761,271.6712,271.6725,271.6677,271.6685,271.6607,271.6643,271.6583,271.6611,271.6544,271.6557,271.6505,271.6531,271.6426,271.6456,271.6428,271.6421,271.6364,271.6379,271.6364,271.6321,271.6286,271.6289,271.6245,271.6242,271.6221,271.6243,271.6216,271.6216,271.6154,271.6157,271.6123,271.6135,271.6079,271.6108,271.6126,271.6106,271.6075,271.6073,271.6016,271.6055,271.5989,271.6003,271.5987,271.6032,271.5968,271.5967,271.5952,271.5962,271.5862,271.5918,271.5917,271.5921,271.5851,271.588,271.5853,271.5897,271.5845,271.5866,271.5808,271.5818,271.5785,271.5772,271.5783,271.5806,271.5767,271.5773,271.5738,271.5755,271.5739,271.5755,271.5705,271.5741,271.5662,271.5704,271.5684,271.5696,271.5636,271.5667,271.5623,271.5635,271.5583,271.5613,271.5602,271.5632,271.5601,271.5613,271.5578
250,,,,,,,,,576.4169,482.8672,311.4896,218.3055,166.148,139.8409,128.5185,124.6883,123.6301,123.5324,123.7781,123.5691,123.3489,123.2788,123.2591,123.254,123.2544,123.2553,123.2556,123.2566,123.2585,123.2604,123.2624,123.2647,123.2673,123.2698,123.2722,123.2744,123.2765,123.2784,123.2802,123.282,123.2835,123.2851,123.2865,123.2879,123.2891,123.2904,123.2915,123.2927,123.2937,123.2947,123.2957,123.2966,123.2975,123.2984,123.2992,123.3,123.3008,123.3015,123.3023,123.3029,123.3036,123.3043,123.305,123.3057,123.3061,123.3066,123.307,123.3077,123.3083,123.3089,123.3093,123.3099,123.3103,123.3107,123.3112,123.3117,123.312,123.3125,123.3129,123.3133,123.3137,123.3141,123.3144,123.3148,123.3151,123.3154,123.3158,123.3161,123.3164,123.3168,123.317,123.3174,123.3176,123.318,123.3182,123.3185,123.3187,123.319,123.3194,123.3196,123.3198,123.3201,123.3203,123.3205,123.3207,123.3211,123.3213,123.3215,123.3217,123.3219,123.3221,123.3223,123.3225,123.3227,123.3229,123.3231,123.3233,123.3235,123.3236,123.3239,123.324,123.3242,123.3244,123.3247,123.3247,123.3249,123.3251,123.3253,123.3253,123.3256,123.3257,123.326,123.326,123.3262,123.3263,123.3266,123.3266,123.3267,123.3269,123.3271,123.3272,123.3272,123.3274,123.3276,123.3277,123.3278,123.328,123.3281,123.3282,123.3284,123.3284,123.3286,123.3286
251,,,,,,,,,3890.679,4007.661,4012.811,4018.149,4022.511,4025.591,4027.48,4028.403,4028.72,4028.861,4028.914,4028.936,4029.018,4029.057,4029.088,4029.061,4029.09,4029.098,4029.098,4029.099,4029.104,4029.104,4029.103,4029.103,4029.102,4029.101,4029.101,4029.1,4029.099,4029.099,4029.098,4029.097,4029.097,4029.096,4029.095,4029.094,4029.093,4029.092,4029.092,4029.091,4029.09,4029.089,4029.088,4029.087,4029.087,4029.086,4029.085,4029.084,4029.083,4029.082,4029.081,4029.08,4029.101,4029.128,4029.127,4029.125,4029.124,4029.123,4029.123,4029.122,4029.121,4029.12,4029.119,4029.118,4029.117,4029.116,4029.115,4029.114,4029.113,4029.112,4029.111,4029.11,4029.109,4029.107,4029.107,4029.106,4029.105,4029.104,4029.103,4029.102,4029.101,4029.1,4029.099,4029.098,4029.097,4029.096,4029.095,4029.094,4029.093,4029.092,4029.091,4029.09,4029.089,4029.088,4029.087,4029.086,4029.085,4029.084,4029.083,4029.082,4029.082,4029.081,4029.08,4029.079,4029.078,4029.077,4029.076,4029.075,4029.074,4029.073,4029.072,4029.072,4029.071,4029.07,4029.069,4029.068,4029.067,4029.066,4029.065,4029.065,4029.064,4029.063,4029.062,4029.061,4029.06,4029.06,4029.059,4029.058,4029.057,4029.056,4029.055,4029.055,4029.054,4029.053,4029.052,4029.051,4029.05,4029.05,4029.049,4029.048,4029.047,4029.046,4029.046,4029.045,4029.044
252,,,,,,,,,3885.473,3999.499,4011.286,4015.783,4019.854,4023.11,4025.201,4026.292,4026.714,4026.865,4026.943,4026.966,4027.045,4027.091,4027.125,4027.132,4027.16,4027.173,4027.175,4027.177,4027.179,4027.179,4027.18,4027.18,4027.181,4027.181,4027.182,4027.182,4027.183,4027.183,4027.183,4027.184,4027.184,4027.184,4027.185,4027.185,4027.185,4027.185,4027.186,4027.186,4027.186,4027.186,4027.186,4027.187,4027.187,4027.187,4027.187,4027.187,4027.188,4027.188,4027.188,4027.188,4027.192,4027.193,4027.189,4027.189,4027.189,4027.189,4027.189,4027.19,4027.19,4027.19,4027.19,4027.19,4027.19,4027.19,4027.191,4027.191,4027.191,4027.191,4027.191,4027.191,4027.191,4027.191,4027.192,4027.192,4027.192,4027.192,4027.192,4027.192,4027.192,4027.192,4027.192,4027.192,4027.192,4027.193,4027.193,4027.193,4027.193,4027.193,4027.193,4027.193,4027.193,4027.193,4027.193,4027.193,4027.194,4027.194,4027.194,4027.194,4027.194,4027.194,4027.194,4027.194,4027.194,4027.194,4027.194,4027.194,4027.194,4027.195,4027.195,4027.195,4027.195,4027.195,4027.195,4027.195,4027.195,4027.195,4027.195,4027.195,4027.195,4027.195,4027.196,4027.196,4027.196,4027.196,4027.196,4027.196,4027.196,4027.196,4027.196,4027.196,4027.196,4027.196,4027.196,4027.196,4027.197,4027.197,4027.197,4027.197,4027.197,4027.197,4027.197,4027.197,4027.197
253,,,,,,,,,7364.249,6223.627,6926.057,7162.11,7149.974,7059.632,6973.469,6934.459,6912.78,6898.759,6913.367,6921.494,6922.793,6923.001,6923.039,6923.087,6923.239,6923.464,6923.662,6923.831,6923.991,6924.163,6924.297,6924.423,6924.53,6924.652,6924.771,6924.888,6924.983,6925.097,6925.197,6925.298,6925.398,6925.496,6925.57,6925.673,6925.74,6925.835,6925.911,6925.992,6926.058,6926.134,6926.209,6926.281,6926.347,6926.41,6926.466,6926.53,6926.595,6926.646,6926.706,6926.756,6926.812,6926.876,6926.931,6926.976,6927.019,6927.072,6927.118,6927.147,6927.191,6927.24,6927.272,6927.326,6927.358,6927.402,6927.429,6927.485,6927.504,6927.551,6927.582,6927.623,6927.646,6927.689,6927.706,6927.753,6927.78,6927.807,6927.847,6927.873,6927.898,6927.921,6927.952,6927.982,6927.998,6928.026,6928.049,6928.073,6928.094,6928.121,6928.152,6928.175,6928.19,6928.216,6928.241,6928.264,6928.269,6928.308,6928.327,6928.352,6928.369,6928.393,6928.413,6928.417,6928.443,6928.471,6928.482,6928.501,6928.509,6928.541,6928.544,6928.573,6928.583,6928.603,6928.619,6928.635,6928.645,6928.664,6928.68,6928.712,6928.711,6928.73,6928.734,6928.762,6928.759,6928.782,6928.783,6928.805,6928.809,6928.837,6928.843,6928.858,6928.875,6928.886,6928.891,6928.907,6928.914,6928.933,6928.949,6928.955,6928.963,6928.99,6928.992,6928.999,6929.001
254,,,,,,,,,6416.771,4014.736,6085.373,6479.228,6786.583,6798.171,6696.258,6585.244,6524.392,6494.323,6467.555,6481.454,6495.303,6498.043,6498.149,6497.916,6497.613,6497.461,6497.425,6497.396,6497.321,6497.273,6497.233,6497.166,6497.085,6497.014,6496.945,6496.886,6496.826,6496.772,6496.721,6496.669,6496.627,6496.587,6496.544,6496.502,6496.466,6496.428,6496.399,6496.364,6496.326,6496.302,6496.267,6496.241,6496.214,6496.187,6496.157,6496.132,6496.108,6496.089,6496.06,6496.041,6496.011,6495.996,6495.971,6495.953,6495.937,6495.924,6495.91,6495.888,6495.858,6495.839,6495.827,6495.807,6495.792,6495.781,6495.76,6495.745,6495.738,6495.715,6495.707,6495.693,6495.677,6495.665,6495.655,6495.636,6495.627,6495.621,6495.603,6495.597,6495.582,6495.572,6495.563,6495.55,6495.538,6495.529,6495.519,6495.511,6495.5,6495.49,6495.476,6495.474,6495.464,6495.455,6495.443,6495.44,6495.431,6495.42,6495.41,6495.409,6495.398,6495.389,6495.384,6495.377,6495.365,6495.362,6495.356,6495.348,6495.338,6495.332,6495.331,6495.319,6495.316,6495.31,6495.299,6495.291,6495.291,6495.286,6495.277,6495.27,6495.272,6495.261,6495.254,6495.245,6495.246,6495.238,6495.23,6495.224,6495.22,6495.221,6495.211,6495.204,6495.2,6495.204,6495.194,6495.186,6495.178,6495.179,6495.175,6495.175,6495.162,6495.159,6495.164,6495.15,6495.145
255,,,,,,,,,-67.62373,-67.62597,-67.62442,-67.62271,-67.62101,-67.61949,-67.61841,-67.61783,-67.61762,-67.61758,-67.61762,-67.61767,-67.61771,-67.61773,-67.61775,-67.61769,-67.61776,-67.61776,-67.61775,-67.61775,-67.61774,-67.61775,-67.61775,-67.61775,-67.61776,-67.61776,-67.61776,-67.61776,-67.61776,-67.61776,-67.61776,-67.61776,-67.61776,-67.61776,-67.61776,-67.61776,-67.61776,-67.61776,-67.61776,-67.61776,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61766,-67.61764,-67.61771,-67.61774,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775,-67.61775
256,,,,,,,,,-67.71598,-67.71647,-67.70165,-67.68514,-67.67368,-67.66557,-67.66054,-67.65803,-67.65713,-67.6569,-67.657,-67.65715,-67.65723,-67.65728,-67.65732,-67.65731,-67.65735,-67.65736,-67.65736,-67.65736,-67.65735,-67.65737,-67.65738,-67.65739,-67.65739,-67.65739,-67.6574,-67.6574,-67.6574,-67.6574,-67.6574,-67.6574,-67.6574,-67.6574,-67.6574,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65734,-67.65728,-67.65734,-67.65739,-67.6574,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741,-67.65741
257,,,,,,,,,-69.06207,-68.31164,-68.10193,-67.87119,-67.51754,-67.1332,-66.79013,-66.52546,-66.32989,-66.19778,-66.13352,-66.09934,-66.08043,-66.0713,-66.0674,-66.06613,-66.06569,-66.06562,-66.06568,-66.06574,-66.06574,-66.0658,-66.06585,-66.06591,-66.06598,-66.06605,-66.06612,-66.06619,-66.06624,-66.06628,-66.06632,-66.06635,-66.06637,-66.0664,-66.06641,-66.06643,-66.06645,-66.06646,-66.06648,-66.06649,-66.0665,-66.06651,-66.06652,-66.06653,-66.06653,-66.06654,-66.06654,-66.06655,-66.06656,-66.06656,-66.06656,-66.06657,-66.06651,-66.0664,-66.06635,-66.06636,-66.06637,-66.06639,-66.06643,-66.06648,-66.06653,-66.06657,-66.06659,-66.0666,-66.0666,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.06661,-66.0666,-66.0666,-66.0666,-66.0666,-66.0666,-66.0666,-66.0666,-66.0666,-66.0666,-66.0666,-66.0666,-66.0666,-66.0666,-66.0666,-66.0666,-66.06659,-66.06659,-66.06659,-66.06659,-66.06659,-66.06659,-66.06659,-66.06659,-66.06659,-66.06659,-66.06659,-66.06659,-66.06659,-66.06658,-66.06658,-66.06658,-66.06659,-66.06658,-66.06658,-66.06658,-66.06658,-66.06658,-66.06658,-66.06658,-66.06658,-66.06658,-66.06657,-66.06657,-66.06657,-66.06657,-66.06657,-66.06657,-66.06657,-66.06657,-66.06657,-66.06657,-66.06657,-66.06657
258,,,,,,,,,-72.09671,-63.93846,-68.82295,-68.27542,-67.70397,-66.90607,-66.14405,-65.54276,-65.14435,-64.88571,-64.71604,-64.66096,-64.63877,-64.6196,-64.60814,-64.60264,-64.60036,-64.59963,-64.59947,-64.59949,-64.59948,-64.59945,-64.59945,-64.59942,-64.59939,-64.59937,-64.59936,-64.59936,-64.59935,-64.59934,-64.59933,-64.59931,-64.59929,-64.59927,-64.59925,-64.59921,-64.59919,-64.59916,-64.59914,-64.59911,-64.59908,-64.59906,-64.59903,-64.59901,-64.59898,-64.59896,-64.59893,-64.59891,-64.59888,-64.59886,-64.59883,-64.59881,-64.59879,-64.59874,-64.59861,-64.59852,-64.5985,-64.5985,-64.5985,-64.59849,-64.5985,-64.59853,-64.59856,-64.59856,-64.59855,-64.59855,-64.59853,-64.59851,-64.5985,-64.59848,-64.59846,-64.59845,-64.59843,-64.59842,-64.5984,-64.59838,-64.59837,-64.59836,-64.59834,-64.59833,-64.59831,-64.5983,-64.59829,-64.59827,-64.59826,-64.59825,-64.59824,-64.59823,-64.59821,-64.5982,-64.59818,-64.59818,-64.59817,-64.59815,-64.59814,-64.59813,-64.59812,-64.59811,-64.5981,-64.59809,-64.59808,-64.59807,-64.59806,-64.59805,-64.59804,-64.59803,-64.59802,-64.59801,-64.598,-64.59799,-64.59799,-64.59797,-64.59797,-64.59796,-64.59795,-64.59794,-64.59794,-64.59793,-64.59792,-64.59791,-64.59791,-64.59789,-64.59789,-64.59788,-64.59788,-64.59787,-64.59786,-64.59785,-64.59785,-64.59784,-64.59783,-64.59782,-64.59782,-64.59782,-64.59781,-64.5978,-64.59779,-64.59779,-64.59778,-64.59778,-64.59777,-64.59776,-64.59776,-64.59775,-64.59775
259,,,,,,,,,0.9625025,0.999907,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
260,,,,,,,,,0.961668,0.9994788,0.9999993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
261,,,,,,,,,0.8651457,0.7189934,0.8065379,0.8367416,0.8357732,0.8238782,0.8130504,0.8077276,0.8051774,0.8036036,0.8044374,0.80499,0.8049919,0.8049396,0.8048968,0.8048665,0.8048474,0.8048419,0.8048359,0.8048315,0.804827,0.8048268,0.8048227,0.8048188,0.8048152,0.8048143,0.8048121,0.8048118,0.8048091,0.8048084,0.8048071,0.804807,0.804808,0.8048077,0.8048045,0.8048063,0.8048035,0.8048055,0.8048031,0.8048049,0.8048037,0.8048038,0.8048037,0.804804,0.8048045,0.8048045,0.8048026,0.8048037,0.8048045,0.8048037,0.8048033,0.8048027,0.8048034,0.804806,0.8048058,0.8048046,0.804804,0.8048045,0.8048046,0.8048032,0.8048039,0.8048045,0.8048028,0.804805,0.8048036,0.804805,0.8048025,0.8048057,0.8048035,0.8048059,0.8048036,0.8048053,0.8048041,0.8048056,0.8048029,0.8048054,0.8048053,0.8048044,0.8048056,0.8048053,0.8048049,0.8048041,0.8048046,0.8048052,0.8048043,0.804805,0.804804,0.8048036,0.8048037,0.8048039,0.8048043,0.8048047,0.8048044,0.8048049,0.8048052,0.8048056,0.8048026,0.8048057,0.8048054,0.8048061,0.8048062,0.8048075,0.8048068,0.8048044,0.8048061,0.804808,0.8048052,0.8048066,0.8048054,0.804808,0.8048046,0.8048069,0.8048066,0.8048071,0.804807,0.8048071,0.8048063,0.8048066,0.8048067,0.8048087,0.8048073,0.8048084,0.8048062,0.8048083,0.804806,0.8048069,0.8048054,0.8048068,0.8048051,0.8048076,0.8048055,0.8048065,0.804808,0.8048078,0.8048053,0.8048067,0.8048057,0.8048069,0.8048073,0.8048067,0.8048067,0.8048092,0.8048077,0.804807,0.8048055
262,,,,,,,,,0.6768816,0.3967994,0.6337467,0.6766644,0.7106162,0.711689,0.6999936,0.6875604,0.6806289,0.6773506,0.6746928,0.6757836,0.677003,0.6772195,0.6772082,0.6771815,0.6771536,0.6771417,0.6771422,0.6771449,0.6771438,0.6771458,0.6771488,0.6771492,0.6771483,0.6771483,0.6771485,0.6771495,0.6771499,0.6771508,0.6771519,0.6771526,0.6771541,0.6771556,0.6771567,0.6771575,0.6771589,0.6771599,0.6771617,0.6771628,0.6771631,0.6771651,0.6771657,0.6771671,0.6771683,0.6771694,0.6771699,0.677171,0.6771721,0.6771735,0.6771737,0.6771751,0.677175,0.6771768,0.6771771,0.6771783,0.6771794,0.6771806,0.6771819,0.6771824,0.6771818,0.6771824,0.6771836,0.677184,0.6771847,0.677186,0.6771859,0.6771866,0.677188,0.6771877,0.6771889,0.6771895,0.6771897,0.6771905,0.6771913,0.6771911,0.677192,0.6771933,0.677193,0.6771942,0.6771942,0.6771948,0.6771955,0.6771957,0.677196,0.6771966,0.677197,0.6771977,0.6771979,0.6771984,0.6771981,0.6771995,0.6771998,0.6772002,0.6772001,0.6772012,0.6772014,0.6772015,0.6772016,0.6772029,0.6772028,0.677203,0.6772036,0.677204,0.6772038,0.6772047,0.6772051,0.6772053,0.6772052,0.6772057,0.6772066,0.6772063,0.6772069,0.6772074,0.6772071,0.6772071,0.6772082,0.6772085,0.6772084,0.6772085,0.6772098,0.6772093,0.6772095,0.6772094,0.6772103,0.6772103,0.6772102,0.6772104,0.6772107,0.6772117,0.6772113,0.6772114,0.6772116,0.677213,0.6772124,0.6772124,0.6772122,0.677213,0.6772132,0.6772141,0.6772131,0.6772136,0.6772149,0.677214,0.6772139
263,,,,,,,,,24218720.0,24223510.0,24228110.0,24232930.0,24236250.0,24238350.0,24239440.0,24239900.0,24240050.0,24240100.0,24240090.0,24240090.0,24240100.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240130.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0,24240110.0
