,varname,Locator Type,locname,Wall Layer,pipename,Pipe Number,out_unit,Description,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output
233,,,,,,,,,0.06973788,0.0568102,0.04771983,0.040245,0.03407946,0.03000592,0.02779618,0.0269447,0.0266095,0.02646526,0.02662064,0.02668751,0.02668284,0.02667739,0.02667409,0.02667223,0.02667178,0.026672,0.02667159,0.02667156,0.0266718,0.02667179,0.02667118,0.02667053,0.02667064,0.02667023,0.02666972,0.02666954,0.0266694,0.02666875,0.02666868,0.02666855,0.02666868,0.02666817,0.02666792,0.02666751,0.02666744,0.02666716,0.02666626,0.02666671,0.02666676,0.02666633,0.02666602,0.02666581,0.02666567,0.02666572,0.0266651,0.02666526,0.02666508,0.02666485,0.02666435,0.02666434,0.02666426,0.02666435,0.02666371,0.02666367,0.02666371,0.0266635,0.02666318,0.02666321,0.0266631,0.02666318,0.02666264,0.02666284,0.02666257,0.02666273,0.02666223,0.02666232,0.02666218,0.02666228,0.02666151,0.02666166,0.02666172,0.02666163,0.02666121,0.02666126,0.02666146,0.02666098,0.02666069,0.02666071,0.02666062,0.02666047,0.02666042,0.02666044,0.02666047,0.02666046,0.02666002,0.02666001,0.02666001,0.02665988,0.02665948,0.0266597,0.02666,0.02665978,0.02665962,0.02665959,0.0266593,0.02665946,0.02665901,0.02665907,0.02665915,0.02665948,0.02665895,0.02665884,0.02665903,0.02665902,0.02665828,0.02665868,0.02665883,0.02665876,0.02665816,0.0266584,0.0266585,0.02665867,0.02665834,0.02665844,0.02665814,0.02665812,0.02665789,0.02665777,0.02665808,0.02665814,0.02665781,0.02665782,0.02665783,0.02665776,0.02665769,0.0266577,0.02665762,0.02665777,0.0266571,0.02665741,0.02665758,0.02665757,0.02665699,0.0266573,0.02665708,0.02665713,0.02665669,0.02665691,0.02665695,0.02665712,0.02665688,0.02665696,0.02665685
234,,,,,,,,,0.0698043,0.04158073,0.04561695,0.03872361,0.03413359,0.03048365,0.02827284,0.02712029,0.02667587,0.02650737,0.02639547,0.02650562,0.02658565,0.02660218,0.02660489,0.02660523,0.02660515,0.02660592,0.02660711,0.02660816,0.02660888,0.02660965,0.02661038,0.02661088,0.02661128,0.02661168,0.02661203,0.0266124,0.02661273,0.02661306,0.02661338,0.02661368,0.02661396,0.02661426,0.02661452,0.02661476,0.02661501,0.02661524,0.02661547,0.02661569,0.02661588,0.02661609,0.02661627,0.02661646,0.02661663,0.02661682,0.02661697,0.02661713,0.02661728,0.02661745,0.02661758,0.02661773,0.02661782,0.02661799,0.02661811,0.02661825,0.02661837,0.02661854,0.02661866,0.02661874,0.02661879,0.0266189,0.026619,0.02661911,0.0266192,0.02661932,0.02661939,0.02661949,0.02661958,0.02661967,0.02661975,0.02661985,0.0266199,0.02662,0.02662007,0.02662014,0.02662021,0.02662031,0.02662036,0.02662044,0.02662049,0.02662057,0.02662064,0.0266207,0.02662075,0.02662082,0.02662088,0.02662095,0.02662098,0.02662106,0.0266211,0.02662117,0.02662122,0.02662127,0.02662131,0.02662138,0.02662142,0.02662148,0.02662152,0.02662159,0.02662162,0.02662167,0.02662172,0.02662177,0.02662179,0.02662185,0.02662189,0.02662194,0.02662196,0.02662201,0.02662206,0.02662209,0.02662212,0.02662218,0.0266222,0.02662224,0.02662228,0.02662232,0.02662235,0.02662238,0.02662243,0.02662246,0.02662249,0.02662251,0.02662255,0.02662259,0.0266226,0.02662265,0.02662266,0.02662271,0.02662272,0.02662277,0.02662278,0.02662283,0.02662284,0.02662288,0.02662288,0.02662293,0.02662296,0.026623,0.02662299,0.02662304,0.02662308,0.02662308,0.02662309
235,,,,,,,,,0.007076548,0.006125746,0.005117263,0.004146053,0.003472338,0.00304312,0.002816348,0.002719773,0.002688227,0.002675664,0.002676031,0.002675905,0.002671914,0.002670009,0.002668738,0.002668509,0.00266762,0.002667417,0.002667351,0.002667294,0.002667234,0.002667229,0.002667231,0.002667201,0.002667193,0.002667213,0.002667208,0.002667197,0.002667171,0.002667173,0.002667183,0.002667188,0.002667143,0.0026672,0.002667179,0.002667192,0.00266717,0.002667214,0.002667193,0.002667221,0.002667169,0.002667182,0.002667215,0.002667194,0.002667189,0.002667227,0.002667228,0.002667207,0.002667194,0.002667209,0.00266723,0.002667228,0.002667058,0.002667057,0.002667169,0.002667143,0.00266715,0.002667175,0.002667153,0.002667148,0.002667143,0.002667128,0.002667136,0.002667151,0.002667123,0.002667156,0.002667164,0.002667161,0.00266713,0.002667167,0.002667162,0.002667173,0.002667135,0.002667138,0.00266714,0.002667171,0.002667118,0.002667158,0.002667178,0.002667154,0.00266712,0.002667154,0.002667166,0.002667178,0.00266716,0.002667175,0.002667168,0.002667153,0.002667125,0.002667158,0.002667189,0.002667177,0.002667159,0.002667183,0.002667175,0.002667171,0.002667148,0.002667198,0.002667203,0.002667201,0.002667171,0.002667194,0.002667212,0.002667205,0.002667186,0.002667215,0.002667181,0.002667195,0.002667175,0.002667221,0.002667205,0.00266722,0.002667161,0.002667206,0.002667196,0.002667195,0.002667182,0.002667219,0.002667219,0.002667212,0.002667178,0.002667233,0.002667232,0.002667232,0.002667188,0.002667218,0.002667222,0.002667236,0.002667191,0.002667222,0.002667215,0.002667218,0.002667176,0.00266721,0.002667222,0.002667209,0.002667185,0.002667216,0.002667234,0.002667219,0.002667214,0.002667245,0.00266725,0.002667221,0.002667195
236,,,,,,,,,0.007088997,0.006138086,0.005156114,0.004183474,0.003498865,0.003062461,0.002829415,0.002728476,0.002694325,0.00268163,0.002681381,0.002681379,0.002677463,0.002675452,0.002674158,0.00267383,0.002672931,0.002672637,0.002672561,0.002672502,0.002672434,0.00267244,0.002672438,0.002672404,0.002672396,0.002672415,0.002672408,0.002672396,0.002672368,0.002672369,0.002672377,0.002672381,0.002672335,0.00267239,0.002672368,0.002672379,0.002672356,0.002672399,0.002672376,0.002672403,0.002672349,0.002672361,0.002672392,0.00267237,0.002672364,0.0026724,0.0026724,0.002672379,0.002672364,0.002672377,0.002672397,0.002672394,0.002672259,0.002672284,0.002672386,0.002672366,0.002672372,0.002672395,0.002672371,0.002672366,0.002672359,0.002672343,0.002672349,0.002672363,0.002672333,0.002672365,0.00267237,0.002672366,0.002672334,0.002672369,0.002672363,0.002672372,0.002672333,0.002672334,0.002672335,0.002672365,0.002672311,0.002672349,0.002672367,0.002672342,0.002672307,0.00267234,0.00267235,0.002672361,0.002672342,0.002672356,0.002672347,0.002672331,0.002672301,0.002672333,0.002672362,0.00267235,0.00267233,0.002672353,0.002672344,0.002672338,0.002672313,0.002672363,0.002672366,0.002672363,0.002672332,0.002672353,0.00267237,0.002672362,0.002672342,0.002672369,0.002672334,0.002672347,0.002672326,0.002672371,0.002672354,0.002672367,0.002672307,0.002672351,0.00267234,0.002672337,0.002672323,0.002672359,0.002672357,0.00267235,0.002672315,0.002672368,0.002672366,0.002672365,0.00267232,0.002672349,0.002672352,0.002672365,0.002672318,0.002672349,0.00267234,0.002672342,0.002672299,0.002672332,0.002672342,0.002672328,0.002672303,0.002672333,0.002672349,0.002672334,0.002672327,0.002672358,0.002672362,0.002672331,0.002672305
237,,,,,,,,,0.006289698,0.005281407,0.004463936,0.003823724,0.003460036,0.003100134,0.00293983,0.002814332,0.002811397,0.00281237,0.002699948,0.002653213,0.002637485,0.002631118,0.002628635,0.002627316,0.002625868,0.002624675,0.002623819,0.002623312,0.002622849,0.00262253,0.002622336,0.0026222,0.002622158,0.00262212,0.002622059,0.002622041,0.002621997,0.002621928,0.002621888,0.002621874,0.0026219,0.002621828,0.002621771,0.002621733,0.002621697,0.002621683,0.002621581,0.002621612,0.002621594,0.002621562,0.00262152,0.002621518,0.002621517,0.002621491,0.002621416,0.002621441,0.002621439,0.002621388,0.002621336,0.002621323,0.00262134,0.002621353,0.002621302,0.002621259,0.002621211,0.002621181,0.002621211,0.002621209,0.002621222,0.002621222,0.002621156,0.002621174,0.002621155,0.002621167,0.002621098,0.00262113,0.002621107,0.002621117,0.002621029,0.002621045,0.002621047,0.00262104,0.002620986,0.002621005,0.002621028,0.002620956,0.002620947,0.002620953,0.002620945,0.002620917,0.002620905,0.002620905,0.002620922,0.002620911,0.002620863,0.002620854,0.002620867,0.002620835,0.002620806,0.002620842,0.002620857,0.002620825,0.002620828,0.002620823,0.002620774,0.002620788,0.002620764,0.002620776,0.002620783,0.002620808,0.002620751,0.002620719,0.002620767,0.002620784,0.002620697,0.00262072,0.002620745,0.002620751,0.002620672,0.002620715,0.002620718,0.002620713,0.002620692,0.002620702,0.002620678,0.002620668,0.002620646,0.002620658,0.002620675,0.002620675,0.002620627,0.002620658,0.002620641,0.00262062,0.002620607,0.002620613,0.00262061,0.00262063,0.002620562,0.002620587,0.002620641,0.002620622,0.002620541,0.002620578,0.002620563,0.002620564,0.00262053,0.002620547,0.002620556,0.002620582,0.002620542,0.002620546,0.002620544
238,,,,,,,,,0.00552557,0.00354939,0.00379745,0.003264546,0.002942098,0.002765864,0.002629051,0.002572007,0.002515479,0.002507789,0.002528496,0.002438333,0.002381857,0.002364417,0.002357974,0.002355523,0.002354369,0.002353225,0.00235217,0.002351445,0.002350999,0.002350641,0.002350372,0.002350271,0.002350237,0.002350244,0.00235027,0.002350295,0.002350312,0.002350332,0.002350352,0.002350364,0.002350389,0.002350406,0.002350422,0.002350437,0.002350452,0.002350469,0.00235049,0.002350505,0.002350508,0.002350532,0.002350543,0.002350558,0.002350575,0.002350587,0.002350593,0.002350609,0.002350623,0.002350639,0.00235064,0.00235066,0.002350657,0.002350687,0.00235069,0.0023507,0.002350699,0.002350672,0.002350674,0.002350722,0.002350746,0.002350766,0.002350778,0.002350782,0.002350787,0.002350802,0.002350798,0.002350808,0.002350824,0.002350817,0.002350834,0.002350838,0.002350841,0.00235085,0.002350859,0.002350857,0.002350869,0.002350882,0.002350879,0.002350894,0.002350893,0.002350899,0.002350907,0.002350909,0.002350916,0.002350924,0.002350922,0.002350933,0.002350936,0.002350941,0.002350936,0.002350956,0.00235096,0.002350965,0.002350962,0.002350976,0.002350977,0.002350981,0.00235098,0.002350998,0.002350994,0.002350999,0.002351003,0.002351008,0.002351007,0.002351019,0.00235102,0.002351024,0.002351021,0.002351031,0.002351039,0.002351036,0.002351046,0.002351048,0.002351047,0.002351047,0.002351061,0.002351064,0.00235106,0.002351064,0.002351078,0.002351071,0.002351074,0.002351075,0.002351085,0.002351081,0.002351086,0.002351086,0.002351093,0.002351102,0.002351099,0.002351098,0.0023511,0.00235112,0.00235111,0.00235111,0.002351109,0.002351117,0.002351124,0.002351131,0.002351121,0.002351126,0.002351142,0.002351131,0.002351129
239,,,,,,,,,0.007225009,0.006125746,0.005117263,0.004146053,0.003472338,0.00304312,0.002816348,0.002719773,0.002688227,0.002675664,0.002676031,0.002675905,0.002671914,0.002670009,0.002668738,0.002668509,0.00266762,0.002667417,0.002667351,0.002667294,0.002667234,0.002667229,0.002667231,0.002667201,0.002667193,0.002667213,0.002667208,0.002667197,0.002667171,0.002667173,0.002667183,0.002667188,0.002667143,0.0026672,0.002667179,0.002667192,0.00266717,0.002667214,0.002667193,0.002667221,0.002667169,0.002667182,0.002667215,0.002667194,0.002667189,0.002667227,0.002667228,0.002667207,0.002667194,0.002667209,0.00266723,0.002667228,0.002667058,0.002667057,0.002667169,0.002667143,0.00266715,0.002667175,0.002667153,0.002667148,0.002667143,0.002667128,0.002667136,0.002667151,0.002667123,0.002667156,0.002667164,0.002667161,0.00266713,0.002667167,0.002667162,0.002667173,0.002667135,0.002667138,0.00266714,0.002667171,0.002667118,0.002667158,0.002667178,0.002667154,0.00266712,0.002667154,0.002667166,0.002667178,0.00266716,0.002667175,0.002667168,0.002667153,0.002667125,0.002667158,0.002667189,0.002667177,0.002667159,0.002667183,0.002667175,0.002667171,0.002667148,0.002667198,0.002667203,0.002667201,0.002667171,0.002667194,0.002667212,0.002667205,0.002667186,0.002667215,0.002667181,0.002667195,0.002667175,0.002667221,0.002667205,0.00266722,0.002667161,0.002667206,0.002667196,0.002667195,0.002667182,0.002667219,0.002667219,0.002667212,0.002667178,0.002667233,0.002667232,0.002667232,0.002667188,0.002667218,0.002667222,0.002667236,0.002667191,0.002667222,0.002667215,0.002667218,0.002667176,0.00266721,0.002667222,0.002667209,0.002667185,0.002667216,0.002667234,0.002667219,0.002667214,0.002667245,0.00266725,0.002667221,0.002667195
240,,,,,,,,,0.007239886,0.006138086,0.005156114,0.004183474,0.003498865,0.003062461,0.002829415,0.002728476,0.002694325,0.00268163,0.002681381,0.002681379,0.002677463,0.002675452,0.002674158,0.00267383,0.002672931,0.002672637,0.002672561,0.002672502,0.002672435,0.00267244,0.002672438,0.002672404,0.002672396,0.002672415,0.002672408,0.002672396,0.002672368,0.002672369,0.002672377,0.002672381,0.002672335,0.00267239,0.002672368,0.002672379,0.002672356,0.002672399,0.002672376,0.002672403,0.002672349,0.002672361,0.002672392,0.00267237,0.002672364,0.0026724,0.0026724,0.002672379,0.002672364,0.002672377,0.002672397,0.002672394,0.002672259,0.002672284,0.002672386,0.002672366,0.002672372,0.002672395,0.002672371,0.002672366,0.002672359,0.002672343,0.002672349,0.002672363,0.002672333,0.002672365,0.00267237,0.002672366,0.002672334,0.002672369,0.002672363,0.002672372,0.002672333,0.002672334,0.002672335,0.002672365,0.002672311,0.002672349,0.002672367,0.002672342,0.002672307,0.00267234,0.00267235,0.002672361,0.002672342,0.002672356,0.002672347,0.002672331,0.002672301,0.002672333,0.002672362,0.00267235,0.00267233,0.002672353,0.002672344,0.002672338,0.002672314,0.002672363,0.002672366,0.002672363,0.002672332,0.002672353,0.00267237,0.002672362,0.002672342,0.002672369,0.002672334,0.002672347,0.002672326,0.002672371,0.002672354,0.002672367,0.002672307,0.002672351,0.00267234,0.002672337,0.002672323,0.002672359,0.002672357,0.00267235,0.002672315,0.002672368,0.002672366,0.002672365,0.00267232,0.002672349,0.002672352,0.002672365,0.002672318,0.002672349,0.00267234,0.002672342,0.002672299,0.002672332,0.002672342,0.002672328,0.002672303,0.002672333,0.002672349,0.002672334,0.002672327,0.002672358,0.002672362,0.002672332,0.002672305
241,,,,,,,,,0.006289698,0.005281407,0.004463936,0.003823724,0.003460037,0.003100134,0.00293983,0.002814332,0.002811397,0.00281237,0.002699948,0.002653213,0.002637485,0.002631118,0.002628635,0.002627317,0.002625868,0.002624675,0.00262382,0.002623312,0.002622849,0.00262253,0.002622336,0.0026222,0.002622158,0.00262212,0.002622059,0.002622041,0.002621997,0.002621928,0.002621888,0.002621874,0.0026219,0.002621828,0.002621771,0.002621733,0.002621697,0.002621683,0.002621581,0.002621612,0.002621594,0.002621562,0.00262152,0.002621518,0.002621517,0.002621491,0.002621416,0.002621441,0.002621439,0.002621388,0.002621337,0.002621323,0.002621341,0.002621353,0.002621302,0.002621259,0.002621211,0.002621181,0.002621211,0.002621209,0.002621222,0.002621222,0.002621156,0.002621174,0.002621155,0.002621167,0.002621098,0.00262113,0.002621107,0.002621117,0.002621029,0.002621045,0.002621047,0.00262104,0.002620986,0.002621005,0.002621028,0.002620956,0.002620947,0.002620953,0.002620945,0.002620917,0.002620905,0.002620905,0.002620922,0.002620911,0.002620863,0.002620854,0.002620867,0.002620835,0.002620806,0.002620842,0.002620857,0.002620825,0.002620828,0.002620823,0.002620774,0.002620788,0.002620764,0.002620776,0.002620783,0.002620808,0.002620752,0.002620719,0.002620767,0.002620785,0.002620697,0.00262072,0.002620745,0.002620751,0.002620672,0.002620715,0.002620718,0.002620713,0.002620692,0.002620702,0.002620678,0.002620668,0.002620646,0.002620658,0.002620675,0.002620675,0.002620627,0.002620658,0.002620641,0.00262062,0.002620607,0.002620614,0.002620611,0.00262063,0.002620562,0.002620587,0.002620641,0.002620622,0.002620541,0.002620578,0.002620563,0.002620564,0.002620531,0.002620547,0.002620556,0.002620583,0.002620542,0.002620546,0.002620544
242,,,,,,,,,0.00552557,0.00354939,0.00379745,0.003264546,0.002942098,0.002765864,0.002629051,0.002572007,0.002515479,0.002507789,0.002528496,0.002438333,0.002381857,0.002364417,0.002357974,0.002355523,0.002354369,0.002353225,0.00235217,0.002351445,0.002350999,0.002350641,0.002350372,0.002350271,0.002350238,0.002350244,0.00235027,0.002350295,0.002350312,0.002350332,0.002350352,0.002350364,0.002350389,0.002350406,0.002350422,0.002350437,0.002350452,0.002350469,0.00235049,0.002350505,0.002350508,0.002350532,0.002350543,0.002350558,0.002350575,0.002350587,0.002350593,0.002350609,0.002350623,0.002350639,0.00235064,0.00235066,0.002350657,0.002350687,0.00235069,0.0023507,0.002350699,0.002350672,0.002350674,0.002350723,0.002350746,0.002350767,0.002350778,0.002350782,0.002350787,0.002350802,0.002350798,0.002350808,0.002350824,0.002350817,0.002350834,0.002350838,0.002350841,0.00235085,0.002350859,0.002350857,0.002350869,0.002350882,0.002350879,0.002350894,0.002350893,0.002350899,0.002350907,0.002350909,0.002350916,0.002350924,0.002350922,0.002350933,0.002350936,0.002350941,0.002350936,0.002350956,0.00235096,0.002350965,0.002350962,0.002350976,0.002350977,0.002350981,0.00235098,0.002350998,0.002350994,0.002350999,0.002351003,0.002351008,0.002351007,0.002351019,0.00235102,0.002351025,0.002351021,0.002351031,0.002351039,0.002351036,0.002351046,0.002351048,0.002351047,0.002351047,0.002351061,0.002351064,0.00235106,0.002351064,0.002351078,0.002351072,0.002351074,0.002351075,0.002351085,0.002351081,0.002351086,0.002351086,0.002351093,0.002351102,0.002351099,0.002351098,0.0023511,0.00235112,0.00235111,0.00235111,0.002351109,0.002351117,0.002351124,0.002351131,0.002351121,0.002351126,0.002351142,0.002351131,0.002351129
243,,,,,,,,,0.06866299,0.05965568,0.0505472,0.04090306,0.03427995,0.03008271,0.0278949,0.02698047,0.02667766,0.02656855,0.02658936,0.02659779,0.02657798,0.02656772,0.02656348,0.02656119,0.02656068,0.02656074,0.02656049,0.02656021,0.02655984,0.02656005,0.02656034,0.02656008,0.02656015,0.02656057,0.02656065,0.02656064,0.02656043,0.02656057,0.02656078,0.02656093,0.02656043,0.02656123,0.02656103,0.02656129,0.02656106,0.02656169,0.02656148,0.02656187,0.02656124,0.02656147,0.02656193,0.02656169,0.02656168,0.02656218,0.02656224,0.026562,0.02656186,0.02656208,0.02656238,0.02656238,0.02656175,0.02656171,0.02656156,0.02656127,0.02656144,0.0265618,0.02656157,0.02656155,0.02656153,0.02656135,0.02656149,0.02656169,0.02656136,0.02656179,0.02656191,0.02656188,0.02656152,0.02656199,0.02656196,0.0265621,0.02656163,0.02656166,0.02656171,0.02656211,0.02656145,0.02656197,0.02656223,0.02656193,0.02656151,0.02656195,0.0265621,0.02656226,0.02656204,0.02656223,0.02656215,0.02656195,0.02656161,0.02656202,0.02656242,0.02656228,0.02656204,0.02656235,0.02656225,0.0265622,0.02656192,0.02656256,0.02656263,0.0265626,0.02656223,0.02656249,0.02656273,0.02656265,0.02656241,0.02656277,0.02656236,0.02656253,0.02656227,0.02656286,0.02656266,0.02656285,0.0265621,0.02656266,0.02656254,0.02656251,0.02656236,0.02656284,0.02656284,0.02656275,0.02656231,0.026563,0.02656299,0.026563,0.02656244,0.02656281,0.02656287,0.02656304,0.02656247,0.02656286,0.02656279,0.0265628,0.02656227,0.02656271,0.02656286,0.02656268,0.02656239,0.02656278,0.02656301,0.02656282,0.02656276,0.02656314,0.02656321,0.02656283,0.02656251
244,,,,,,,,,0.06866887,0.05969752,0.05054612,0.04089594,0.03427886,0.03008566,0.02790247,0.02699169,0.02669122,0.02658213,0.02660353,0.02661181,0.02659189,0.02658169,0.02657744,0.02657482,0.0265743,0.02657444,0.02657418,0.02657388,0.02657359,0.02657377,0.02657405,0.02657377,0.02657383,0.02657423,0.0265743,0.02657428,0.02657406,0.02657418,0.02657437,0.02657451,0.026574,0.02657479,0.02657458,0.02657481,0.02657458,0.02657519,0.02657497,0.02657535,0.02657471,0.02657492,0.02657536,0.02657511,0.02657509,0.02657558,0.02657563,0.02657537,0.02657522,0.02657543,0.02657571,0.0265757,0.02657525,0.02657559,0.02657548,0.02657516,0.02657531,0.02657566,0.02657541,0.02657538,0.02657535,0.02657515,0.02657528,0.02657547,0.02657513,0.02657554,0.02657564,0.0265756,0.02657523,0.02657568,0.02657564,0.02657576,0.02657528,0.0265753,0.02657533,0.02657572,0.02657504,0.02657555,0.02657579,0.02657548,0.02657505,0.02657547,0.02657561,0.02657576,0.02657552,0.0265757,0.02657561,0.0265754,0.02657505,0.02657545,0.02657583,0.02657567,0.02657543,0.02657572,0.02657561,0.02657554,0.02657525,0.02657587,0.02657594,0.02657589,0.02657551,0.02657576,0.02657599,0.02657589,0.02657564,0.02657599,0.02657557,0.02657572,0.02657546,0.02657603,0.02657582,0.02657599,0.02657523,0.02657578,0.02657565,0.02657561,0.02657545,0.02657591,0.0265759,0.0265758,0.02657535,0.02657603,0.02657601,0.026576,0.02657543,0.02657579,0.02657584,0.026576,0.02657542,0.02657579,0.02657571,0.02657571,0.02657518,0.0265756,0.02657574,0.02657555,0.02657525,0.02657563,0.02657584,0.02657564,0.02657557,0.02657595,0.026576,0.02657561,0.02657528
245,,,,,,,,,0.06973788,0.0568102,0.04771983,0.040245,0.03407946,0.03000592,0.02779618,0.0269447,0.0266095,0.02646526,0.02662064,0.02668751,0.02668284,0.02667739,0.02667409,0.02667223,0.02667178,0.026672,0.02667159,0.02667156,0.0266718,0.02667179,0.02667118,0.02667053,0.02667064,0.02667022,0.02666972,0.02666954,0.0266694,0.02666875,0.02666868,0.02666854,0.02666868,0.02666817,0.02666792,0.02666751,0.02666744,0.02666716,0.02666626,0.02666671,0.02666676,0.02666633,0.02666602,0.02666581,0.02666567,0.02666572,0.0266651,0.02666526,0.02666508,0.02666485,0.02666435,0.02666434,0.02666426,0.02666435,0.02666371,0.02666367,0.02666371,0.0266635,0.02666318,0.02666321,0.0266631,0.02666318,0.02666264,0.02666284,0.02666257,0.02666273,0.02666223,0.02666232,0.02666218,0.02666228,0.02666151,0.02666166,0.02666172,0.02666163,0.02666121,0.02666126,0.02666146,0.02666098,0.02666069,0.02666071,0.02666062,0.02666047,0.02666042,0.02666044,0.02666047,0.02666046,0.02666002,0.02666001,0.02666001,0.02665988,0.02665948,0.0266597,0.02666,0.02665978,0.02665962,0.02665959,0.0266593,0.02665946,0.02665901,0.02665907,0.02665915,0.02665948,0.02665895,0.02665884,0.02665903,0.02665901,0.02665828,0.02665868,0.02665883,0.02665876,0.02665816,0.0266584,0.0266585,0.02665867,0.02665834,0.02665844,0.02665814,0.02665812,0.02665789,0.02665777,0.02665808,0.02665814,0.02665781,0.02665782,0.02665783,0.02665776,0.02665769,0.0266577,0.02665762,0.02665777,0.0266571,0.02665741,0.02665758,0.02665757,0.02665699,0.0266573,0.02665708,0.02665713,0.02665669,0.02665691,0.02665695,0.02665712,0.02665688,0.02665696,0.02665685
246,,,,,,,,,0.0698043,0.04158073,0.04561695,0.03872361,0.03413359,0.03048365,0.02827284,0.02712029,0.02667587,0.02650737,0.02639547,0.02650562,0.02658565,0.02660218,0.02660489,0.02660523,0.02660515,0.02660592,0.02660711,0.02660816,0.02660888,0.02660965,0.02661038,0.02661088,0.02661128,0.02661168,0.02661203,0.0266124,0.02661273,0.02661306,0.02661338,0.02661368,0.02661396,0.02661426,0.02661452,0.02661476,0.02661501,0.02661524,0.02661547,0.02661569,0.02661588,0.02661609,0.02661627,0.02661646,0.02661663,0.02661682,0.02661697,0.02661713,0.02661728,0.02661745,0.02661758,0.02661773,0.02661782,0.02661799,0.02661811,0.02661825,0.02661837,0.02661854,0.02661866,0.02661874,0.02661879,0.0266189,0.026619,0.02661911,0.0266192,0.02661932,0.02661939,0.02661949,0.02661958,0.02661967,0.02661975,0.02661985,0.0266199,0.02662,0.02662007,0.02662014,0.02662021,0.02662031,0.02662036,0.02662044,0.02662049,0.02662057,0.02662064,0.0266207,0.02662075,0.02662082,0.02662088,0.02662095,0.02662098,0.02662106,0.0266211,0.02662117,0.02662122,0.02662127,0.02662131,0.02662138,0.02662142,0.02662148,0.02662152,0.02662159,0.02662162,0.02662167,0.02662172,0.02662177,0.02662179,0.02662185,0.02662189,0.02662194,0.02662196,0.02662201,0.02662206,0.02662209,0.02662212,0.02662218,0.0266222,0.02662224,0.02662228,0.02662232,0.02662235,0.02662238,0.02662243,0.02662246,0.02662249,0.02662251,0.02662255,0.02662259,0.0266226,0.02662265,0.02662266,0.02662271,0.02662272,0.02662277,0.02662278,0.02662283,0.02662284,0.02662288,0.02662288,0.02662293,0.02662296,0.026623,0.02662299,0.02662304,0.02662308,0.02662308,0.02662309
247,,,,,,,,,996.6071,806.3157,582.9574,388.9162,278.3114,217.8252,189.1619,177.7441,174.0444,172.708,172.94,173.0349,172.7819,172.6485,172.5893,172.5618,172.5489,172.5468,172.5451,172.5399,172.536,172.5381,172.5408,172.5383,172.539,172.5435,172.5435,172.5433,172.5435,172.5446,172.5455,172.5452,172.5413,172.5508,172.5479,172.5516,172.5502,172.5559,172.5553,172.5565,172.5517,172.5546,172.5576,172.5548,172.5571,172.5611,172.562,172.5583,172.5573,172.5604,172.5634,172.5619,172.5563,172.5548,172.5548,172.5507,172.5541,172.5567,172.5542,172.5534,172.5553,172.5524,172.5548,172.5543,172.5529,172.5559,172.5582,172.5567,172.5548,172.5588,172.5595,172.5585,172.5558,172.5556,172.5561,172.5587,172.5535,172.5598,172.5617,172.5577,172.5556,172.5597,172.5607,172.5608,172.5597,172.5622,172.5613,172.559,172.5569,172.5594,172.5644,172.5616,172.5597,172.5631,172.5618,172.561,172.5598,172.5651,172.5668,172.5649,172.5625,172.5646,172.5671,172.5659,172.5647,172.5676,172.5646,172.5649,172.563,172.5682,172.5668,172.5673,172.5619,172.5657,172.5654,172.5636,172.5644,172.5686,172.5688,172.5677,172.5643,172.5702,172.5701,172.5687,172.5661,172.5683,172.5694,172.5694,172.5662,172.5684,172.5676,172.5665,172.5633,172.5678,172.5689,172.5667,172.5654,172.5693,172.572,172.5689,172.5696,172.5727,172.5727,172.5679,172.5666
